sample_id,status,vol_rel,hausdorff,xi_l2,p_value,p_pc,p_xi,z_hausdorff,z_chamfer,code_success,code_error_type,code_error_msg,generated_path,truth_path,error
20251218_033659__t_handle_lever_v1,code_error,,,,,,,,,False,SyntaxError,"unexpected EOF while parsing (<string>, line 1)",generated/claude-3.5-sonnet/20251218_033659__t_handle_lever_v1.py,data/models/20251218_033659__t_handle_lever_v1.py,
20251218_033659_rounded_edge_prism_v1,code_error,,,,,,,,,False,SyntaxError,"'(' was never closed (<string>, line 1)",generated/claude-3.5-sonnet/20251218_033659_rounded_edge_prism_v1.py,data/models/20251218_033659_rounded_edge_prism_v1.py,
20251218_033659_rubber_plate_v1,code_error,,,,,,,,,False,SyntaxError,"unexpected EOF while parsing (<string>, line 1)",generated/claude-3.5-sonnet/20251218_033659_rubber_plate_v1.py,data/models/20251218_033659_rubber_plate_v1.py,
20251218_033659_slotted_bushing_v1,code_error,,,,,,,,,False,IndentationError,"expected an indented block after 'for' statement on line 1 (<string>, line 1)",generated/claude-3.5-sonnet/20251218_033659_slotted_bushing_v1.py,data/models/20251218_033659_slotted_bushing_v1.py,
20251218_033659_square_spaced_plate_v1,code_error,,,,,,,,,False,SyntaxError,"'(' was never closed (<string>, line 1)",generated/claude-3.5-sonnet/20251218_033659_square_spaced_plate_v1.py,data/models/20251218_033659_square_spaced_plate_v1.py,
20251218_033659_standoff_spacer_type_v1,code_error,,,,,,,,,False,SyntaxError,"'(' was never closed (<string>, line 1)",generated/claude-3.5-sonnet/20251218_033659_standoff_spacer_type_v1.py,data/models/20251218_033659_standoff_spacer_type_v1.py,
20251218_033700__box_with_gro_v1,code_error,,,,,,,,,False,SyntaxError,"unexpected EOF while parsing (<string>, line 1)",generated/claude-3.5-sonnet/20251218_033700__box_with_gro_v1.py,data/models/20251218_033700__box_with_gro_v1.py,
20251218_033700__wall_bracket_with_gusset_v1,code_error,,,,,,,,,False,SyntaxError,"unexpected EOF while parsing (<string>, line 1)",generated/claude-3.5-sonnet/20251218_033700__wall_bracket_with_gusset_v1.py,data/models/20251218_033700__wall_bracket_with_gusset_v1.py,
20251218_033700_brass_threaded_orifice_flange_v1,code_error,,,,,,,,,False,IndentationError,"expected an indented block after 'for' statement on line 1 (<string>, line 1)",generated/claude-3.5-sonnet/20251218_033700_brass_threaded_orifice_flange_v1.py,data/models/20251218_033700_brass_threaded_orifice_flange_v1.py,
20251218_033700_vented_split_v1,ok,0.5869074841560112,15.592947123619703,66.26140456774829,0.0,0.0,0.0,15592947.123619704,274789692.70828706,True,,,generated/claude-3.5-sonnet/20251218_033700_vented_split_v1.py,data/models/20251218_033700_vented_split_v1.py,
20251218_033701_base_plate_with_slots_v1,code_error,,,,,,,,,False,SyntaxError,"unexpected EOF while parsing (<string>, line 1)",generated/claude-3.5-sonnet/20251218_033701_base_plate_with_slots_v1.py,data/models/20251218_033701_base_plate_with_slots_v1.py,
20251218_033701_hollow_torus_v1,code_error,,,,,,,,,False,SyntaxError,"unexpected EOF while parsing (<string>, line 1)",generated/claude-3.5-sonnet/20251218_033701_hollow_torus_v1.py,data/models/20251218_033701_hollow_torus_v1.py,
20251218_033701_step_pulley_with_keyway_v1,code_error,,,,,,,,,False,SyntaxError,"unexpected EOF while parsing (<string>, line 1)",generated/claude-3.5-sonnet/20251218_033701_step_pulley_with_keyway_v1.py,data/models/20251218_033701_step_pulley_with_keyway_v1.py,
20251218_033701_thick_spacer_v1,code_error,,,,,,,,,False,SyntaxError,"unexpected EOF while parsing (<string>, line 1)",generated/claude-3.5-sonnet/20251218_033701_thick_spacer_v1.py,data/models/20251218_033701_thick_spacer_v1.py,
20251218_033702_h_beam_bridge_support_v1,code_error,,,,,,,,,False,SyntaxError,"unexpected EOF while parsing (<string>, line 1)",generated/claude-3.5-sonnet/20251218_033702_h_beam_bridge_support_v1.py,data/models/20251218_033702_h_beam_bridge_support_v1.py,
20251218_033702_hollow_core_beam_v1,code_error,,,,,,,,,False,SyntaxError,"unexpected EOF while parsing (<string>, line 1)",generated/claude-3.5-sonnet/20251218_033702_hollow_core_beam_v1.py,data/models/20251218_033702_hollow_core_beam_v1.py,
20251218_033702_hose_clamp_stainless_v1,code_error,,,,,,,,,False,SyntaxError,"unexpected EOF while parsing (<string>, line 1)",generated/claude-3.5-sonnet/20251218_033702_hose_clamp_stainless_v1.py,data/models/20251218_033702_hose_clamp_stainless_v1.py,
20251218_033702_perforated_mounting_plate_v1,code_error,,,,,,,,,False,SyntaxError,"unexpected EOF while parsing (<string>, line 1)",generated/claude-3.5-sonnet/20251218_033702_perforated_mounting_plate_v1.py,data/models/20251218_033702_perforated_mounting_plate_v1.py,
20251218_033703_split_panel_mounted_housing_v1,code_error,,,,,,,,,False,SyntaxError,"unexpected EOF while parsing (<string>, line 1)",generated/claude-3.5-sonnet/20251218_033703_split_panel_mounted_housing_v1.py,data/models/20251218_033703_split_panel_mounted_housing_v1.py,
20251218_033704__clevis_bolt_v1,code_error,,,,,,,,,False,SyntaxError,"unexpected EOF while parsing (<string>, line 1)",generated/claude-3.5-sonnet/20251218_033704__clevis_bolt_v1.py,data/models/20251218_033704__clevis_bolt_v1.py,
20251218_033704_machine_screw_unc_thread_v1,code_error,,,,,,,,,False,SyntaxError,"unexpected EOF while parsing (<string>, line 1)",generated/claude-3.5-sonnet/20251218_033704_machine_screw_unc_thread_v1.py,data/models/20251218_033704_machine_screw_unc_thread_v1.py,
20251218_033704_quick_disconnect_adapter_v1,code_error,,,,,,,,,False,SyntaxError,"'(' was never closed (<string>, line 1)",generated/claude-3.5-sonnet/20251218_033704_quick_disconnect_adapter_v1.py,data/models/20251218_033704_quick_disconnect_adapter_v1.py,
20251218_033704_ring_retainer_clip_v1,code_error,,,,,,,,,False,SyntaxError,"unexpected EOF while parsing (<string>, line 1)",generated/claude-3.5-sonnet/20251218_033704_ring_retainer_clip_v1.py,data/models/20251218_033704_ring_retainer_clip_v1.py,
20251218_033704_square_ended_tube_v1,code_error,,,,,,,,,False,SyntaxError,"unexpected EOF while parsing (<string>, line 1)",generated/claude-3.5-sonnet/20251218_033704_square_ended_tube_v1.py,data/models/20251218_033704_square_ended_tube_v1.py,
20251218_033705_base_reinforcement_plate_v1,code_error,,,,,,,,,False,SyntaxError,"unexpected EOF while parsing (<string>, line 1)",generated/claude-3.5-sonnet/20251218_033705_base_reinforcement_plate_v1.py,data/models/20251218_033705_base_reinforcement_plate_v1.py,
20251218_033705_box_with_beveled_corners_v1,code_error,,,,,,,,,False,SyntaxError,"'(' was never closed (<string>, line 1)",generated/claude-3.5-sonnet/20251218_033705_box_with_beveled_corners_v1.py,data/models/20251218_033705_box_with_beveled_corners_v1.py,
20251218_033705_dowel_pin_with_hex_head_v1,code_error,,,,,,,,,False,SyntaxError,"'(' was never closed (<string>, line 1)",generated/claude-3.5-sonnet/20251218_033705_dowel_pin_with_hex_head_v1.py,data/models/20251218_033705_dowel_pin_with_hex_head_v1.py,
20251218_033705_split_panel_cover_housing_v1,code_error,,,,,,,,,False,SyntaxError,"unexpected EOF while parsing (<string>, line 1)",generated/claude-3.5-sonnet/20251218_033705_split_panel_cover_housing_v1.py,data/models/20251218_033705_split_panel_cover_housing_v1.py,
20251218_033706_hat_channel_rail_support_v1,code_error,,,,,,,,,False,SyntaxError,"'(' was never closed (<string>, line 1)",generated/claude-3.5-sonnet/20251218_033706_hat_channel_rail_support_v1.py,data/models/20251218_033706_hat_channel_rail_support_v1.py,
20251218_033706_square_profile_v1,code_error,,,,,,,,,False,SyntaxError,"unexpected EOF while parsing (<string>, line 1)",generated/claude-3.5-sonnet/20251218_033706_square_profile_v1.py,data/models/20251218_033706_square_profile_v1.py,
20251218_033707_channel_cross_beam_v1,code_error,,,,,,,,,False,TypeError,Workplane.cut() missing 1 required positional argument: 'toCut',generated/claude-3.5-sonnet/20251218_033707_channel_cross_beam_v1.py,data/models/20251218_033707_channel_cross_beam_v1.py,
20251218_033707_cover_adapter_plate_v1,code_error,,,,,,,,,False,SyntaxError,"unexpected EOF while parsing (<string>, line 1)",generated/claude-3.5-sonnet/20251218_033707_cover_adapter_plate_v1.py,data/models/20251218_033707_cover_adapter_plate_v1.py,
20251218_033708_square_reducing_stainless_flpare_v1,code_error,,,,,,,,,False,SyntaxError,"unexpected EOF while parsing (<string>, line 1)",generated/claude-3.5-sonnet/20251218_033708_square_reducing_stainless_flpare_v1.py,data/models/20251218_033708_square_reducing_stainless_flpare_v1.py,
20251218_033709__cube_with_ridge_v1,code_error,,,,,,,,,False,SyntaxError,"unexpected EOF while parsing (<string>, line 1)",generated/claude-3.5-sonnet/20251218_033709__cube_with_ridge_v1.py,data/models/20251218_033709__cube_with_ridge_v1.py,
20251218_033709_angle_iron_frame_v1,code_error,,,,,,,,,False,SyntaxError,"unexpected EOF while parsing (<string>, line 1)",generated/claude-3.5-sonnet/20251218_033709_angle_iron_frame_v1.py,data/models/20251218_033709_angle_iron_frame_v1.py,
20251218_033709_composite_shapes_v1,code_error,,,,,,,,,False,SyntaxError,"unexpected EOF while parsing (<string>, line 1)",generated/claude-3.5-sonnet/20251218_033709_composite_shapes_v1.py,data/models/20251218_033709_composite_shapes_v1.py,
20251218_033709_frame_mount_plate_v1,code_error,,,,,,,,,False,SyntaxError,"'(' was never closed (<string>, line 1)",generated/claude-3.5-sonnet/20251218_033709_frame_mount_plate_v1.py,data/models/20251218_033709_frame_mount_plate_v1.py,
20251218_033709_keyed_coupling_v1,code_error,,,,,,,,,False,SyntaxError,"'(' was never closed (<string>, line 1)",generated/claude-3.5-sonnet/20251218_033709_keyed_coupling_v1.py,data/models/20251218_033709_keyed_coupling_v1.py,
20251218_033709_tabs_bracket_v1,code_error,,,,,,,,,False,SyntaxError,"'(' was never closed (<string>, line 1)",generated/claude-3.5-sonnet/20251218_033709_tabs_bracket_v1.py,data/models/20251218_033709_tabs_bracket_v1.py,
20251218_033709_wall_mount_bracket_with_tabs_v1,code_error,,,,,,,,,False,SyntaxError,"unexpected EOF while parsing (<string>, line 1)",generated/claude-3.5-sonnet/20251218_033709_wall_mount_bracket_with_tabs_v1.py,data/models/20251218_033709_wall_mount_bracket_with_tabs_v1.py,
20251218_033710_perforated_mount_plate_v1,code_error,,,,,,,,,False,SyntaxError,"'[' was never closed (<string>, line 1)",generated/claude-3.5-sonnet/20251218_033710_perforated_mount_plate_v1.py,data/models/20251218_033710_perforated_mount_plate_v1.py,
20251218_033711__cable_shelf_bracket_v1,code_error,,,,,,,,,False,SyntaxError,"unexpected EOF while parsing (<string>, line 1)",generated/claude-3.5-sonnet/20251218_033711__cable_shelf_bracket_v1.py,data/models/20251218_033711__cable_shelf_bracket_v1.py,
20251218_033711__cable_t_bracket_v1,code_error,,,,,,,,,False,SyntaxError,"unexpected EOF while parsing (<string>, line 1)",generated/claude-3.5-sonnet/20251218_033711__cable_t_bracket_v1.py,data/models/20251218_033711__cable_t_bracket_v1.py,
20251218_033711__input_shaft_v1,code_error,,,,,,,,,False,SyntaxError,"unexpected EOF while parsing (<string>, line 1)",generated/claude-3.5-sonnet/20251218_033711__input_shaft_v1.py,data/models/20251218_033711__input_shaft_v1.py,
20251218_033711_clip_retainer_spring_clip_v1,code_error,,,,,,,,,False,SyntaxError,"unexpected EOF while parsing (<string>, line 1)",generated/claude-3.5-sonnet/20251218_033711_clip_retainer_spring_clip_v1.py,data/models/20251218_033711_clip_retainer_spring_clip_v1.py,
20251218_033713_ceiling_mount_z_bracket_v1,code_error,,,,,,,,,False,SyntaxError,"'(' was never closed (<string>, line 1)",generated/claude-3.5-sonnet/20251218_033713_ceiling_mount_z_bracket_v1.py,data/models/20251218_033713_ceiling_mount_z_bracket_v1.py,
20251218_033713_edge_plate_v1,code_error,,,,,,,,,False,SyntaxError,"'(' was never closed (<string>, line 1)",generated/claude-3.5-sonnet/20251218_033713_edge_plate_v1.py,data/models/20251218_033713_edge_plate_v1.py,
20251218_033713_thick_wall_right_angle_bracket_v1,code_error,,,,,,,,,False,SyntaxError,"unexpected EOF while parsing (<string>, line 1)",generated/claude-3.5-sonnet/20251218_033713_thick_wall_right_angle_bracket_v1.py,data/models/20251218_033713_thick_wall_right_angle_bracket_v1.py,
20251218_033713_z_bracket_for_shelves_v1,code_error,,,,,,,,,False,SyntaxError,"unexpected EOF while parsing (<string>, line 1)",generated/claude-3.5-sonnet/20251218_033713_z_bracket_for_shelves_v1.py,data/models/20251218_033713_z_bracket_for_shelves_v1.py,
20251218_033714__mounting_thick_rectangular_plate_v1,code_error,,,,,,,,,False,SyntaxError,"unexpected EOF while parsing (<string>, line 1)",generated/claude-3.5-sonnet/20251218_033714__mounting_thick_rectangular_plate_v1.py,data/models/20251218_033714__mounting_thick_rectangular_plate_v1.py,
20251218_033714_channel_girder_v1,code_error,,,,,,,,,False,SyntaxError,"'(' was never closed (<string>, line 1)",generated/claude-3.5-sonnet/20251218_033714_channel_girder_v1.py,data/models/20251218_033714_channel_girder_v1.py,
20251218_033715__threaded_plug_fitting_v1,code_error,,,,,,,,,False,SyntaxError,"'(' was never closed (<string>, line 1)",generated/claude-3.5-sonnet/20251218_033715__threaded_plug_fitting_v1.py,data/models/20251218_033715__threaded_plug_fitting_v1.py,
20251218_033715_hollow_angle_support_v1,ok,0.477711412721605,47.86439177509728,479.36814152619115,0.0,0.0,0.0,47864391.77509728,2137810366.3082416,True,,,generated/claude-3.5-sonnet/20251218_033715_hollow_angle_support_v1.py,data/models/20251218_033715_hollow_angle_support_v1.py,
20251218_033715_tapered_post_base_v1,code_error,,,,,,,,,False,SyntaxError,"'(' was never closed (<string>, line 1)",generated/claude-3.5-sonnet/20251218_033715_tapered_post_base_v1.py,data/models/20251218_033715_tapered_post_base_v1.py,
20251218_033717_pyramid_with_notches_v1,code_error,,,,,,,,,False,SyntaxError,"'(' was never closed (<string>, line 1)",generated/claude-3.5-sonnet/20251218_033717_pyramid_with_notches_v1.py,data/models/20251218_033717_pyramid_with_notches_v1.py,
20251218_033717_reinforced_profile_v1,code_error,,,,,,,,,False,SyntaxError,"unexpected EOF while parsing (<string>, line 1)",generated/claude-3.5-sonnet/20251218_033717_reinforced_profile_v1.py,data/models/20251218_033717_reinforced_profile_v1.py,
20251218_033718_cap_nut_with_spring_v1,code_error,,,,,,,,,False,IndentationError,"expected an indented block after 'for' statement on line 1 (<string>, line 1)",generated/claude-3.5-sonnet/20251218_033718_cap_nut_with_spring_v1.py,data/models/20251218_033718_cap_nut_with_spring_v1.py,
20251218_033718_precision_wedge_cam_v1,code_error,,,,,,,,,False,SyntaxError,"unexpected EOF while parsing (<string>, line 1)",generated/claude-3.5-sonnet/20251218_033718_precision_wedge_cam_v1.py,data/models/20251218_033718_precision_wedge_cam_v1.py,
20251218_033718_pvc_crank_handle_v1,code_error,,,,,,,,,False,SyntaxError,"unexpected EOF while parsing (<string>, line 1)",generated/claude-3.5-sonnet/20251218_033718_pvc_crank_handle_v1.py,data/models/20251218_033718_pvc_crank_handle_v1.py,
20251218_033719_thick_wall_cable_bracket_v1,code_error,,,,,,,,,False,SyntaxError,"'(' was never closed (<string>, line 1)",generated/claude-3.5-sonnet/20251218_033719_thick_wall_cable_bracket_v1.py,data/models/20251218_033719_thick_wall_cable_bracket_v1.py,
20251218_033719_tilted_square_pyramid_v1,code_error,,,,,,,,,False,SyntaxError,"unexpected EOF while parsing (<string>, line 1)",generated/claude-3.5-sonnet/20251218_033719_tilted_square_pyramid_v1.py,data/models/20251218_033719_tilted_square_pyramid_v1.py,
20251218_033719_wedge_cam_linkage_pivot_v1,ok,0.6474400549155549,15.877584591290894,62.82493769678497,0.0,0.0,0.0,15877584.591290895,108611803.05884938,True,,,generated/claude-3.5-sonnet/20251218_033719_wedge_cam_linkage_pivot_v1.py,data/models/20251218_033719_wedge_cam_linkage_pivot_v1.py,
20251218_033720__splined_end_shaft_v1,code_error,,,,,,,,,False,SyntaxError,"unexpected EOF while parsing (<string>, line 1)",generated/claude-3.5-sonnet/20251218_033720__splined_end_shaft_v1.py,data/models/20251218_033720__splined_end_shaft_v1.py,
20251218_033721__pipe_z_bracket_v1,code_error,,,,,,,,,False,SyntaxError,"'(' was never closed (<string>, line 1)",generated/claude-3.5-sonnet/20251218_033721__pipe_z_bracket_v1.py,data/models/20251218_033721__pipe_z_bracket_v1.py,
20251218_033721_gusseted_circular_mounting_plate_v1,code_error,,,,,,,,,False,SyntaxError,"unexpected EOF while parsing (<string>, line 1)",generated/claude-3.5-sonnet/20251218_033721_gusseted_circular_mounting_plate_v1.py,data/models/20251218_033721_gusseted_circular_mounting_plate_v1.py,
20251218_033721_perforated_support_plate_v1,code_error,,,,,,,,,False,AttributeError,'Workplane' object has no attribute 'cutThrough',generated/claude-3.5-sonnet/20251218_033721_perforated_support_plate_v1.py,data/models/20251218_033721_perforated_support_plate_v1.py,
20251218_033721_taper_pin_stainless_v1,code_error,,,,,,,,,False,SyntaxError,"'(' was never closed (<string>, line 1)",generated/claude-3.5-sonnet/20251218_033721_taper_pin_stainless_v1.py,data/models/20251218_033721_taper_pin_stainless_v1.py,
20251218_033721_tinned_plate_v1,code_error,,,,,,,,,False,SyntaxError,"'(' was never closed (<string>, line 1)",generated/claude-3.5-sonnet/20251218_033721_tinned_plate_v1.py,data/models/20251218_033721_tinned_plate_v1.py,
20251218_033722__adjustable_step_pulley_for_precision_v1,code_error,,,,,,,,,False,SyntaxError,"unexpected EOF while parsing (<string>, line 1)",generated/claude-3.5-sonnet/20251218_033722__adjustable_step_pulley_for_precision_v1.py,data/models/20251218_033722__adjustable_step_pulley_for_precision_v1.py,
20251218_033722_corrugated_rectangular_thick_wall_tube_v1,code_error,,,,,,,,,False,SyntaxError,"'(' was never closed (<string>, line 1)",generated/claude-3.5-sonnet/20251218_033722_corrugated_rectangular_thick_wall_tube_v1.py,data/models/20251218_033722_corrugated_rectangular_thick_wall_tube_v1.py,
20251218_033722_t_profile_stand_v1,code_error,,,,,,,,,False,SyntaxError,"unexpected EOF while parsing (<string>, line 1)",generated/claude-3.5-sonnet/20251218_033722_t_profile_stand_v1.py,data/models/20251218_033722_t_profile_stand_v1.py,
20251218_033722_titanium_screw_v1,metrics_error,,,,,,,,,True,,,generated/claude-3.5-sonnet/20251218_033722_titanium_screw_v1.py,data/models/20251218_033722_titanium_screw_v1.py,"ValueError: data must be of shape (n, m), where there are n points of dimension m"
20251218_033723_corner_bracket_with_angle_adjustment_v1,code_error,,,,,,,,,False,SyntaxError,"'(' was never closed (<string>, line 1)",generated/claude-3.5-sonnet/20251218_033723_corner_bracket_with_angle_adjustment_v1.py,data/models/20251218_033723_corner_bracket_with_angle_adjustment_v1.py,
20251218_033723_male_thread_adapter_v1,code_error,,,,,,,,,False,SyntaxError,"unexpected EOF while parsing (<string>, line 1)",generated/claude-3.5-sonnet/20251218_033723_male_thread_adapter_v1.py,data/models/20251218_033723_male_thread_adapter_v1.py,
20251218_033723_reinforcement_spacer_square_plate_v1,code_error,,,,,,,,,False,SyntaxError,"'(' was never closed (<string>, line 1)",generated/claude-3.5-sonnet/20251218_033723_reinforcement_spacer_square_plate_v1.py,data/models/20251218_033723_reinforcement_spacer_square_plate_v1.py,
20251218_033723_square_post_hollow_v1,code_error,,,,,,,,,False,SyntaxError,"'(' was never closed (<string>, line 1)",generated/claude-3.5-sonnet/20251218_033723_square_post_hollow_v1.py,data/models/20251218_033723_square_post_hollow_v1.py,
20251218_033723_vertical_truncated_cylinder_v1,ok,0.934823045662384,47.762432936357,292.4398813549166,0.0,0.0,0.0,47762432.93635701,1133610303.8857937,True,,,generated/claude-3.5-sonnet/20251218_033723_vertical_truncated_cylinder_v1.py,data/models/20251218_033723_vertical_truncated_cylinder_v1.py,
20251218_033724__double_c_bracket_v1,code_error,,,,,,,,,False,SyntaxError,"unexpected EOF while parsing (<string>, line 1)",generated/claude-3.5-sonnet/20251218_033724__double_c_bracket_v1.py,data/models/20251218_033724__double_c_bracket_v1.py,
20251218_033724_hollow_square_column_v1,code_error,,,,,,,,,False,SyntaxError,"'(' was never closed (<string>, line 1)",generated/claude-3.5-sonnet/20251218_033724_hollow_square_column_v1.py,data/models/20251218_033724_hollow_square_column_v1.py,
20251218_033725_cryo_thermal_shock_restraint_mount_v1,code_error,,,,,,,,,False,SyntaxError,"unexpected EOF while parsing (<string>, line 1)",generated/claude-3.5-sonnet/20251218_033725_cryo_thermal_shock_restraint_mount_v1.py,data/models/20251218_033725_cryo_thermal_shock_restraint_mount_v1.py,
20251218_033725_ribs_plate_v1,code_error,,,,,,,,,False,SyntaxError,"unexpected EOF while parsing (<string>, line 1)",generated/claude-3.5-sonnet/20251218_033725_ribs_plate_v1.py,data/models/20251218_033725_ribs_plate_v1.py,
